t_since_mm,treatment_id,y_wetmass_mg,wetmass_mg,pretreatment_24D,num_sample
16.0,1,1.0,174.93329679372187,0.0,44
16.0,2,1.1005768066784876,192.5275291669745,0.03,44
16.0,3,0.9874142560470996,172.73163111143936,0.3,44
26.0,1,1.0000000000000002,225.3566108668826,0.0,44
26.0,2,1.0765571348815572,242.60926732146908,0.03,44
26.0,3,0.759763776174085,171.21778965801656,0.3,44
16.0,1,0.9999999999999998,198.67082878297398,0.0,45
16.0,2,0.924942288932507,183.75905111864213,0.03,45
16.0,3,0.8905416247774767,176.9246426602775,0.3,45
26.0,1,1.0000000000000002,241.005212787719,0.0,45
26.0,2,0.8763771803494207,211.21146883241332,0.03,45
26.0,3,0.7855662333120611,189.3255572182202,0.3,45
16.0,1,1.0,173.85701209310702,0.0,46
16.0,2,0.8819501398992766,153.33321613798594,0.03,46
16.0,3,0.9211129403868981,160.14194361596233,0.3,46
26.0,1,1.0,240.78232533381257,0.0,46
26.0,2,0.9537832342272289,229.6541450016366,0.03,46
26.0,3,0.8124836255568045,195.63169665721406,0.3,46
16.0,1,0.9999999999999998,178.67938970997898,0.0,47
16.0,2,0.8200373604130652,146.52377509798856,0.03,47
16.0,3,0.8680671922653775,155.10571614123268,0.3,47
26.0,1,0.9999999999999998,244.52752040118943,0.0,47
26.0,2,1.097357803559507,268.3341826973018,0.03,47
26.0,3,0.8527166927986173,208.51269849474866,0.3,47
16.0,1,1.0000000000000002,184.1865640635855,0.0,48
16.0,2,0.8017602353477933,147.67346295152169,0.03,48
16.0,3,0.8473576952938332,156.07190242900975,0.3,48
26.0,1,1.0,230.9738278934877,0.0,48
26.0,2,1.0524367608193494,243.08534726226807,0.03,48
26.0,3,1.0999486736998942,254.0593556508295,0.3,48
16.0,1,1.0000000000000002,178.7664098622535,0.0,49
16.0,2,0.9825035368179547,175.63862995391213,0.03,49
16.0,3,0.9400124817791502,168.04265659336568,0.3,49
26.0,1,0.9999999999999998,230.4978434489979,0.0,49
26.0,2,1.08205510960403,249.41136925669798,0.03,49
26.0,3,0.9215630115723592,212.4182867697927,0.3,49
16.0,1,1.0,183.51790678781464,0.0,50
16.0,2,0.9449146854256663,173.4087651623846,0.03,50
16.0,3,0.9743489408945305,178.81047811388837,0.3,50
26.0,1,1.0,251.77413052754758,0.0,50
26.0,2,0.8259895610026794,207.9628035462803,0.03,50
26.0,3,0.7917111310240446,199.33238164256014,0.3,50
16.0,1,1.0000000000000002,173.46097229903427,0.0,51
16.0,2,1.0362368056549003,179.7466438409444,0.03,51
16.0,3,0.883629686571858,153.27526458504536,0.3,51
26.0,1,1.0,258.9219318387388,0.0,51
26.0,2,0.8519742632798948,220.59482212531663,0.03,51
26.0,3,0.7716318508860643,199.7924094997214,0.3,51
16.0,1,1.0000000000000002,157.6732275869811,0.0,52
16.0,2,1.1142202847763332,175.6827085435697,0.03,52
16.0,3,0.9169811029545171,144.58337013910852,0.3,52
26.0,1,1.0000000000000002,235.953592188035,0.0,52
26.0,2,0.9583848773215331,226.13435450270498,0.03,52
26.0,3,0.8956498211967852,211.3317926539527,0.3,52
16.0,1,1.0,174.632471560343,0.0,53
